,mkt_cap,beta,book_value,sector,eps,month_ago,year_ago,prev_date,analysis_date,trade_date,pred_date,volume
ETR,20817473536,0.208906,8970367000,Utilities,5.2149999778856975,101.66000366210938,80.84700775146484,103.69000244140624,104.94000244140624,103.87999725341795,105.62000274658205,1006600.0
EBAY,34867421184,1.388675,4106000000,Consumer Cyclical,2.586999930175273,39.290000915527344,33.89083480834961,41.22999954223633,41.56999969482422,41.38000106811523,41.18999862670898,7852000.0
SBUX,118721822720,0.5208520000000001,-5036900000,Consumer Cyclical,2.797000059067436,83.55999755859375,51.13737106323242,99.11000061035156,98.0199966430664,96.6500015258789,94.69000244140624,11184500.0
IR,29474330624,1.173373,6885800000,Industrials,5.705999563016233,124.3499984741211,94.6349105834961,122.58000183105469,122.22000122070312,126.5999984741211,123.66000366210938,1319900.0
AMT,90866671616,0.05326,5347000000,Communication Services,3.0289996845313847,205.8500061035156,147.60629272460938,204.58999633789062,205.57000732421875,208.6499938964844,211.6199951171875,1875400.0
INTU,72938020864,0.9044129999999999,4070000000,Technology,5.4770002974535785,257.54275512695307,209.5044708251953,283.7699890136719,281.35000610351557,279.6199951171875,277.3099975585937,1267400.0
AMTD,28445358080,0.8256760000000001,8493000000,Financial Services,3.7599998186189545,49.59000015258789,57.79803085327149,52.04999923706055,51.40999984741211,51.38000106811523,51.099998474121094,2119000.0
DPZ,10410507264,0.718665,-2904286000,Consumer Cyclical,8.963000571760483,277.94000244140625,288.8111572265625,259.0599975585937,252.47999572753903,247.5500030517578,244.52999877929688,1172600.0
PAYC,13433883648,1.345119,398553000,Technology,2.446999875417323,224.55999755859372,133.85000610351562,235.1999969482422,229.6100006103516,228.6199951171875,240.75,732600.0
JEC,11499745280,1.270437,5465854000,Industrials,2.042999930613723,83.84325408935547,71.93576049804688,84.95999908447266,84.18000030517578,84.23999786376953,82.51000213623047,673500.0
CLR,13216249856,1.751668,6323710000,Energy,2.5099999313112904,42.2599983215332,63.86999893188477,35.41999816894531,35.080001831054695,37.04999923706055,37.16999816894531,2847900.0
CMA,10798864384,1.449654,7323000000,Financial Services,7.795000041088919,71.37000274658203,94.78592681884766,73.06999969482422,72.08999633789062,73.2300033569336,73.19999694824219,2005300.0
IPGP,7409308672,2.2544939999999998,2267841000,Technology,6.477000469584856,150.52000427246094,164.63999938964844,141.19000244140625,139.41999816894528,137.22000122070312,131.00999450683594,696500.0
PG,290966274048,0.342778,54139000000,Consumer Defensive,4.203999815893802,109.0736312866211,78.98091125488281,114.7300033569336,116.0,120.41000366210938,118.04000091552734,7768700.0
SFM,2025304576,0.37149699999999997,556521000,Consumer Defensive,1.1660000365351206,18.530000686645508,23.07999992370605,17.489999771118164,17.170000076293945,17.299999237060547,16.930000305175778,1700900.0
TCF,3536992000,1.449876,2516358000,Financial Services,1.9719999600699498,20.40999984741211,24.79013442993164,22.06999969482422,21.729999542236328,22.11000061035156,21.3799991607666,1099200.0
CCK,8690117632,1.511368,1300000000,Consumer Cyclical,3.4000000211805017,59.43999862670898,44.70000076293945,64.5,64.20999908447266,64.90000152587889,64.01000213623047,727300.0
CAT,76894445568,1.5100559999999998,14837000000,Industrials,10.749999120556373,134.46534729003906,134.90095520019528,132.91999816894528,134.46000671386722,132.94999694824222,131.66999816894528,2715600.0
MCD,164149264384,0.328896,-6550900000,Consumer Cyclical,7.614000155127551,206.2700042724609,155.4357147216797,215.5800018310547,214.97999572753903,212.33999633789062,210.72000122070312,4278600.0
MNST,35544432640,1.2008020000000001,3698820000,Consumer Defensive,1.860999952642546,63.56999969482422,60.97999954223633,65.19999694824219,65.38999938964844,65.51000213623047,64.47000122070311,2192000.0
AMZN,944750264320,1.615953,53061000000,Consumer Cyclical,24.10400092763443,1904.280029296875,1898.52001953125,1943.050048828125,1912.449951171875,1898.530029296875,1866.780029296875,4493200.0
INTC,235087265792,0.67224,74947000000,Technology,4.3049999405613235,47.459999084472656,49.211204528808594,51.59000015258789,52.5099983215332,51.70000076293945,50.54999923706055,21897500.0
HDS,6960022016,1.046913,1376000000,Industrials,2.3150000181836035,39.54999923706055,43.959999084472656,40.93999862670898,40.7400016784668,41.459999084472656,40.5099983215332,1246100.0
APLE,3512457472,1.011874,3367027000,Real Estate,0.8860000306062471,15.630819320678713,16.221614837646484,15.640000343322756,15.6899995803833,15.8100004196167,15.710000038146973,1021400.0
PBF,3366586624,1.6796259999999998,2957700000,Energy,2.749000050008509,29.899999618530273,48.52312088012695,28.3799991607666,28.09000015258789,28.489999771118164,27.93000030517578,1001800.0
LSI,4528035328,0.370668,2046891000,Real Estate,4.439000408424611,93.7486572265625,93.50247192382812,97.12999725341795,97.0999984741211,97.29000091552734,97.48999786376952,284500.0
DOCU,9367820288,,597682000,Technology,,50.6500015258789,60.45000076293945,54.68000030517578,53.9000015258789,54.1500015258789,51.72000122070313,1370500.0
RYN,3776296448,0.918342,1542567000,Basic Materials,0.6700000607209118,29.96999931335449,33.22500991821289,29.07999992370605,29.1299991607666,29.399999618530273,29.040000915527344,662900.0
EXP,3780542464,1.485009,1209487000,Basic Materials,1.4700000376320008,88.94000244140625,97.99652099609376,89.20999908447266,87.5,90.2699966430664,82.77999877929688,383600.0
PNR,6545508352,1.072141,1806600000,Industrials,2.1259999090650616,36.31563949584961,42.89185333251953,39.209999084472656,38.95000076293945,38.93999862670898,38.810001373291016,1895200.0
GLW,26760110080,1.223329,11307000000,Technology,2.2760000467214088,33.22999954223633,32.31585693359375,33.790000915527344,34.09999847412109,31.399999618530273,30.75,5975300.0
BDX,68725014528,1.227087,21307000000,Healthcare,3.3350002007885045,249.1499938964844,248.39132690429688,254.38999938964844,254.7899932861328,258.02999877929693,252.8000030517578,759000.0
KMI,47290990592,0.9704889999999999,33638000000,Energy,0.9980000823624771,20.16574478149414,17.101926803588867,20.60047912597656,20.63999938964844,20.690000534057614,20.6200008392334,15285100.0
RNG,10336591872,0.9641379999999999,331224000,Technology,,114.4499969482422,87.05000305175781,127.38999938964844,126.1500015258789,140.11000061035156,141.97999572753906,1258400.0
BKU,3257887232,1.2765309999999999,2867910000,Financial Services,2.8489999993331767,32.954742431640625,39.89802551269531,34.700000762939446,34.18000030517578,34.540000915527344,34.40999984741211,646900.0
RNR,8152783872,0.144045,5262842000,Financial Services,14.10299964331886,176.5500030517578,126.71831512451172,186.19000244140625,184.6100006103516,181.9600067138672,181.1499938964844,346200.0
CSGP,23041030144,1.20365,3204071000,Real Estate,7.959000328752844,542.9299926757811,422.8500061035156,634.260009765625,630.4199829101562,618.72998046875,615.4000244140625,222000.0
PWR,5386328576,1.5389469999999998,3723744000,Industrials,2.477999987972777,37.95000076293945,34.58154296875,37.79999923706055,37.90999984741211,38.02000045776367,37.41999816894531,715600.0
APTV,21188880384,2.249951,3418000000,Consumer Cyclical,3.7899998791701184,81.05999755859375,95.90496063232422,82.4000015258789,82.18000030517578,81.56999969482422,87.6500015258789,766700.0
NRZ,6444125696,1.076805,6822281000,Real Estate,1.413999948764154,15.34000015258789,15.980082511901855,15.539999961853027,15.510000228881836,15.68000030517578,15.6899995803833,3917600.0
DXCM,13979877376,1.014291,668600000,Healthcare,,145.8300018310547,123.19000244140624,153.77000427246094,153.5399932861328,156.38999938964844,156.8699951171875,462300.0
EXR,14199650304,0.155138,2384149000,Real Estate,3.3139999318817,105.61000061035156,90.05780792236328,110.26000213623048,111.41000366210938,111.9000015258789,112.38999938964844,568400.0
WELL,33897609216,0.224809,15078491000,Real Estate,1.5790000351790117,81.62999725341797,61.24626159667969,83.12999725341797,83.70999908447266,83.94999694824219,83.12000274658203,1113300.0
HOLX,13504359424,0.966501,2159800000,Healthcare,,47.709999084472656,41.02999877929688,49.4900016784668,50.38000106811523,51.5,51.25,1867300.0
EXPD,13104375808,1.073401,2124270000,Industrials,3.5220000189528813,74.73999786376953,72.29764556884766,76.19000244140625,76.19000244140625,76.25,76.3499984741211,517000.0
RLGY,566496512,2.033448,2186000000,Real Estate,0.8569999662210699,7.0,21.47633552551269,5.400000095367432,4.960000038146973,5.230000019073486,5.210000038146973,8084500.0
GM,57700106240,1.245384,40765000000,Consumer Cyclical,6.288999954703122,38.31999969482422,35.973655700683594,40.77000045776367,40.68000030517578,40.43000030517578,40.34000015258789,5711200.0
TXN,121465413632,1.255732,8486000000,Technology,5.469000106712197,115.17359161376952,111.10279083251952,127.40072631835938,129.19999694824222,128.53999328613278,125.01000213623048,6070100.0
VRSK,24970522624,0.775462,2170500000,Industrials,3.5809997882898466,144.6199951171875,116.27393341064452,152.50999450683594,152.57000732421875,152.0399932861328,151.72000122070312,518700.0
PS,4291216384,,200503000,Technology,,29.82999992370605,27.1200008392334,30.729999542236328,30.989999771118164,31.78000068664551,30.690000534057614,1276600.0
SJM,13040359424,0.568956,7970500000,Consumer Defensive,4.520000101191082,116.88999938964844,107.43011474609376,114.26000213623048,114.3499984741211,113.12999725341795,111.19000244140624,703100.0
DKS,3439909632,0.928517,1826035000,Consumer Cyclical,3.276999996800148,34.259998321533196,33.69217300415039,37.4900016784668,37.38000106811523,37.29999923706055,37.16999816894531,1011100.0
TMO,115562512384,1.2065139999999999,28729000000,Healthcare,8.7570000382505,293.7699890136719,232.5874328613281,287.2099914550781,288.9200134277344,283.9100036621094,277.67999267578125,1060000.0
OXY,38098448384,1.156511,21236000000,Energy,5.319999928941268,49.75,74.01872253417969,51.59000015258789,50.90999984741211,52.47000122070313,51.36000061035156,6412100.0
RL,8598967296,1.190266,3287200000,Consumer Cyclical,5.269999998105509,113.0999984741211,133.69854736328122,110.08000183105469,111.2699966430664,107.12999725341795,104.2300033569336,1447100.0
MAN,5494558720,1.904247,2632500000,Industrials,7.995999649690773,95.2699966430664,88.3904800415039,94.12999725341795,91.8499984741211,92.0199966430664,91.3499984741211,496200.0
CCI,54112849920,0.362084,11523000000,Real Estate,1.7189999081465552,130.47000122070312,107.41648864746094,130.58000183105472,130.16000366210938,132.67999267578122,133.25999450683594,2386800.0
MMM,101889236992,1.249563,10083000000,Industrials,8.309000425274535,171.5,198.9473571777344,173.97999572753906,176.75999450683594,177.6300048828125,174.72000122070312,2638900.0
SEB,4761721856,0.417196,3360000000,Industrials,6.839000055690656,4009.18994140625,3657.75830078125,4084.030029296875,4084.43994140625,4040.010009765625,4081.639892578125,500.0
HPT,4028780032,1.1651129999999998,2736566000,Real Estate,2.0100000373285725,24.245607376098636,25.65461540222168,24.45000076293945,24.5,24.81999969482422,24.709999084472656,606200.0
MOS,9197186048,1.746593,10601200000,Basic Materials,1.4480000349852358,24.38999938964844,31.89152526855469,24.309999465942386,23.84000015258789,25.25,25.190000534057614,2264600.0
LOGM,3803800064,1.036934,2818445000,Technology,0.4440000087646755,73.02999877929688,81.0165786743164,78.41000366210938,77.0,77.19999694824219,75.97000122070312,635200.0
FTNT,14166331392,1.337372,1058100000,Technology,2.0060001068770545,76.75,74.55000305175781,85.36000061035156,82.95999908447266,82.44000244140625,80.30999755859375,1924700.0
AMCX,3003592192,0.9633010000000001,455390000,Consumer Cyclical,7.466000150223774,54.0,60.45000076293945,52.81000137329102,52.86999893188477,54.56999969482422,53.38000106811523,634200.0
HSY,31900022784,0.057839,1675120000,Consumer Defensive,5.780000007594769,134.8800048828125,94.8445816040039,152.97999572753906,152.2100067138672,152.25999450683594,151.74000549316406,1249400.0
JNPR,9245126656,0.466934,4591200000,Technology,1.4059998753713332,26.85000038146973,26.22373390197754,26.68000030517578,26.85000038146973,27.04999923706055,27.020000457763672,3056300.0
CNX,1209946880,0.42963900000000005,4215513000,Energy,0.8780000243116647,7.139999866485597,16.020000457763672,6.489999771118164,6.190000057220459,7.820000171661378,8.220000267028809,8146400.0
PE,5031600640,0.959067,5549713000,Energy,0.9369999890319699,18.600000381469727,29.959999084472656,16.110000610351562,15.890000343322756,16.579999923706055,16.59000015258789,3288900.0
DHI,16419787776,1.1162379999999998,9360300000,Consumer Cyclical,4.085000315194911,43.22000122070313,44.48313903808594,44.5,44.0,46.52000045776367,45.93000030517578,3992100.0
RPAI,2509623552,0.662573,1731844000,Real Estate,0.268000021896172,11.630000114440918,11.616093635559082,11.739999771118164,11.75,11.880000114440918,12.15999984741211,1340800.0
